contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiry,type,mid,pull_date,spread,spread_mid_ratio,S0,dividend_yield,q,r,T,iv_own,iv_diff
SPY260710C00760000,2026-07-02 20:14:45+00:00,760.0,0.27,0.26,0.27,-0.29,-51.785713,32500.0,24964,0.0952238916015625,False,REGULAR,USD,2026-07-10,call,0.265,2026-07-04,0.01,0.03773584906,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.10079786617763584,0.005573974576073337
SPY260710C00761000,2026-07-02 20:14:41+00:00,761.0,0.2,0.2,0.21,-0.23,-53.488373,2159.0,2679,0.0949797534179687,False,REGULAR,USD,2026-07-10,call,0.205,2026-07-04,0.01,0.0487804878,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.10041050067087272,0.005430747252904017
SPY260710C00762000,2026-07-02 20:14:41+00:00,762.0,0.15,0.15,0.16,-0.18,-54.545456,1249.0,1963,0.0944914770507812,False,REGULAR,USD,2026-07-10,call,0.155,2026-07-04,0.01,0.06451612903,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.09980056161640141,0.005309084565620209
SPY260710C00762500,2026-07-02 20:14:42+00:00,762.5,0.14,0.13,0.14,-0.16000001,-53.333336,4569.0,898,0.0942473388671875,False,REGULAR,USD,2026-07-10,call,0.135,2026-07-04,0.01,0.07407407407,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.0996143798835253,0.005367041016337795
SPY260710C00763000,2026-07-02 20:14:41+00:00,763.0,0.11,0.11,0.12,-0.14,-56.0,1455.0,1215,0.0937590625,False,REGULAR,USD,2026-07-10,call,0.1149999999999999,2026-07-04,0.01,0.08695652174,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.0990965593898101,0.005337496889810098
SPY260710C00764000,2026-07-02 20:14:41+00:00,764.0,0.09,0.09,0.1,-0.11,-55.0,2140.0,955,0.0949797534179687,False,REGULAR,USD,2026-07-10,call,0.095,2026-07-04,0.01,0.1052631579,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.10035028442742017,0.005370531009451465
SPY260710C00765000,2026-07-02 20:14:59+00:00,765.0,0.07,0.07,0.08,-0.089999996,-56.25,2034.0,4489,0.09571216796875,False,REGULAR,USD,2026-07-10,call,0.075,2026-07-04,0.01,0.1333333333,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.10089041708672568,0.005178249117975681
SPY260710C00766000,2026-07-02 20:14:59+00:00,766.0,0.06,0.06,0.07,-0.06,-50.0,1700.0,1855,0.0976652734375,False,REGULAR,USD,2026-07-10,call,0.065,2026-07-04,0.01,0.1538461538,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.1028770825068959,0.00521180906939589
SPY260710C00767000,2026-07-02 20:13:44+00:00,767.0,0.05,0.05,0.06,-0.040000003,-44.444447,937.0,1264,0.0991301025390625,False,REGULAR,USD,2026-07-10,call,0.055,2026-07-04,0.01,0.1818181818,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.10445877539622764,0.005328672857165137
SPY260710C00768000,2026-07-02 20:14:59+00:00,768.0,0.04,0.04,0.05,-0.04,-50.0,694.0,1109,0.100594931640625,False,REGULAR,USD,2026-07-10,call,0.045,2026-07-04,0.01,0.2222222222,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.105529537855542,0.004934606214917009
SPY260710C00769000,2026-07-02 20:14:59+00:00,769.0,0.03,0.03,0.04,-0.020000001,-40.000004,266.0,599,0.1010832080078125,False,REGULAR,USD,2026-07-10,call,0.035,2026-07-04,0.01,0.2857142857,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.10591184823740091,0.004828640229588413
SPY260710C00770000,2026-07-02 20:11:31+00:00,770.0,0.02,0.03,0.04,-0.02,-50.0,1831.0,4570,0.1045011425781249,False,REGULAR,USD,2026-07-10,call,0.035,2026-07-04,0.01,0.2857142857,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.10970054639234887,0.005199403814223971
SPY260710P00645000,2026-07-02 18:35:42+00:00,645.0,0.05,0.03,0.04,-0.009999998,-16.666664,117.0,567,0.3847717773437499,False,REGULAR,USD,2026-07-10,put,0.035,2026-07-04,0.01,0.2857142857,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.412001277099561,0.027229499755811126
SPY260710P00650000,2026-07-02 20:05:55+00:00,650.0,0.04,0.03,0.04,-0.02,-33.333336,2203.0,2989,0.367193828125,False,REGULAR,USD,2026-07-10,put,0.035,2026-07-04,0.01,0.2857142857,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.39195496662235985,0.024761138497359836
SPY260710P00651000,2026-07-02 17:38:28+00:00,651.0,0.06,0.03,0.04,0.0,0.0,224.0,613,0.3632876171875,False,REGULAR,USD,2026-07-10,put,0.035,2026-07-04,0.01,0.2857142857,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.3879547633137659,0.02466714612626586
SPY260710P00652000,2026-07-02 17:38:33+00:00,652.0,0.06,0.03,0.04,-0.02,-25.0,875.0,508,0.35938140625,False,REGULAR,USD,2026-07-10,put,0.035,2026-07-04,0.01,0.2857142857,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.3839574560332028,0.024576049783202825
SPY260710P00653000,2026-07-02 17:43:46+00:00,653.0,0.06,0.03,0.04,-0.010000002,-14.285716,5.0,2101,0.3554751953124999,False,REGULAR,USD,2026-07-10,put,0.035,2026-07-04,0.01,0.2857142857,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.37996299024308294,0.024487794930583062
SPY260710P00654000,2026-07-02 14:43:45+00:00,654.0,0.06,0.03,0.04,-0.010000002,-14.285716,28.0,1908,0.3515689843749999,False,REGULAR,USD,2026-07-10,put,0.035,2026-07-04,0.01,0.2857142857,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.3759713105592849,0.024402326184285006
SPY260710P00655000,2026-07-02 13:53:41+00:00,655.0,0.06,0.03,0.04,-0.010000002,-14.285716,28.0,1750,0.3476627734374999,False,REGULAR,USD,2026-07-10,put,0.035,2026-07-04,0.01,0.2857142857,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.37198236071698937,0.024319587279489463
SPY260710P00656000,2026-07-02 14:56:06+00:00,656.0,0.06,0.03,0.04,-0.34,-85.0,9.0,149,0.3437565625,False,REGULAR,USD,2026-07-10,put,0.035,2026-07-04,0.01,0.2857142857,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.36799608353536234,0.024239521035362366
SPY260710P00657000,2026-07-02 19:21:29+00:00,657.0,0.07,0.03,0.04,0.0,0.0,212.0,862,0.3398503515625,False,REGULAR,USD,2026-07-10,put,0.035,2026-07-04,0.01,0.2857142857,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.3640124208804079,0.02416206931790793
SPY260710P00658000,2026-07-02 19:44:24+00:00,658.0,0.05,0.04,0.05,-0.029999997,-37.499996,2.0,952,0.344733115234375,False,REGULAR,USD,2026-07-10,put,0.045,2026-07-04,0.01,0.2222222222,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.36958308340049645,0.02484996816612145
SPY260710P00659000,2026-07-02 17:47:30+00:00,659.0,0.08,0.04,0.05,-0.030000001,-27.272728,2.0,235,0.34180345703125,False,REGULAR,USD,2026-07-10,put,0.045,2026-07-04,0.01,0.2222222222,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.36551653838549647,0.02371308135424649
SPY260710P00660000,2026-07-02 19:40:32+00:00,660.0,0.06,0.04,0.05,-0.02,-25.0,148.0,2323,0.33789724609375,False,REGULAR,USD,2026-07-10,put,0.045,2026-07-04,0.01,0.2222222222,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.3614523612887098,0.023555115194959786
SPY260710P00661000,2026-07-02 17:31:04+00:00,661.0,0.07,0.04,0.05,-0.009999998,-12.499998,101.0,302,0.33399103515625,False,REGULAR,USD,2026-07-10,put,0.045,2026-07-04,0.01,0.2222222222,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.357390486644839,0.023399451488589018
SPY260710P00662000,2026-06-30 16:17:46+00:00,662.0,0.12,0.04,0.05,0.0,0.0,2.0,36,0.3300848242187499,False,REGULAR,USD,2026-07-10,put,0.045,2026-07-04,0.01,0.2222222222,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.3533308477424289,0.023246023523678994
SPY260710P00663000,2026-06-29 18:37:29+00:00,663.0,0.16,0.04,0.05,0.0,0.0,2.0,419,0.32617861328125,False,REGULAR,USD,2026-07-10,put,0.045,2026-07-04,0.01,0.2222222222,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.3492733765710169,0.02309476328976695
SPY260710P00664000,2026-07-02 18:17:07+00:00,664.0,0.06,0.04,0.05,-0.040000003,-40.000004,1.0,30,0.3222724023437499,False,REGULAR,USD,2026-07-10,put,0.045,2026-07-04,0.01,0.2222222222,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.34521800376535267,0.02294560142160279
SPY260710P00665000,2026-07-02 19:52:19+00:00,665.0,0.06,0.04,0.05,-0.030000005,-33.333336,36.0,604,0.3183661914062499,False,REGULAR,USD,2026-07-10,put,0.045,2026-07-04,0.01,0.2222222222,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.341164658547469,0.022798467141219136
SPY260710P00666000,2026-07-01 14:04:22+00:00,666.0,0.06,0.04,0.05,-0.040000003,-40.000004,3.0,285,0.3144599804687499,False,REGULAR,USD,2026-07-10,put,0.045,2026-07-04,0.01,0.2222222222,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.3371132686636986,0.022653288194948717
SPY260710P00667000,2026-07-02 17:30:21+00:00,667.0,0.08,0.04,0.05,-0.020000003,-20.000004,234.0,490,0.3105537695312499,False,REGULAR,USD,2026-07-10,put,0.045,2026-07-04,0.01,0.2222222222,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.3330637603209407,0.022509990789690792
SPY260710P00668000,2026-07-02 17:30:42+00:00,668.0,0.08,0.04,0.05,-0.020000003,-20.000004,486.0,597,0.30664755859375,False,REGULAR,USD,2026-07-10,put,0.045,2026-07-04,0.01,0.2222222222,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.32901605811742723,0.022368499523677254
SPY260710P00669000,2026-07-02 17:31:09+00:00,669.0,0.08,0.05,0.06,-0.010000005,-11.111116,94.0,142,0.309577216796875,False,REGULAR,USD,2026-07-10,put,0.055,2026-07-04,0.01,0.1818181818,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.3322565463287755,0.022679329531900494
SPY260710P00670000,2026-07-02 19:32:35+00:00,670.0,0.08,0.05,0.06,-0.020000003,-20.000004,198.0,4114,0.305671005859375,False,REGULAR,USD,2026-07-10,put,0.055,2026-07-04,0.01,0.1818181818,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.3281375951679,0.022466589308524965
SPY260710P00671000,2026-07-02 15:22:02+00:00,671.0,0.1,0.05,0.06,0.009999998,11.111108,7.0,219,0.301764794921875,False,REGULAR,USD,2026-07-10,put,0.055,2026-07-04,0.01,0.1818181818,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.3240201207364544,0.022255325814579396
SPY260710P00672000,2026-07-02 17:59:56+00:00,672.0,0.09,0.05,0.06,-0.08,-47.058823,59.0,134,0.2978585839843749,False,REGULAR,USD,2026-07-10,put,0.055,2026-07-04,0.01,0.1818181818,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.3199040368393687,0.022045452854993763
SPY260710P00673000,2026-07-02 14:18:16+00:00,673.0,0.09,0.05,0.06,0.0,0.0,87.0,669,0.2939523730468749,False,REGULAR,USD,2026-07-10,put,0.055,2026-07-04,0.01,0.1818181818,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.31578925515960893,0.021836882112734046
SPY260710P00674000,2026-07-02 17:20:24+00:00,674.0,0.09,0.05,0.06,-0.049999997,-35.714283,138.0,250,0.2900461621093749,False,REGULAR,USD,2026-07-10,put,0.055,2026-07-04,0.01,0.1818181818,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.31167568515745575,0.021629523048080856
SPY260710P00675000,2026-07-02 19:54:26+00:00,675.0,0.06,0.05,0.06,-0.040000003,-40.000004,144.0,7244,0.2861399511718749,False,REGULAR,USD,2026-07-10,put,0.055,2026-07-04,0.01,0.1818181818,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.3075632339635439,0.021423282791668996
SPY260710P00676000,2026-07-02 19:54:25+00:00,676.0,0.06,0.05,0.06,-0.040000003,-40.000004,132.0,300,0.282233740234375,False,REGULAR,USD,2026-07-10,put,0.055,2026-07-04,0.01,0.1818181818,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.30345180626509866,0.02121806603072368
SPY260710P00677000,2026-07-02 19:55:49+00:00,677.0,0.06,0.05,0.06,-0.06999999,-53.84615,28.0,371,0.2793040820312499,False,REGULAR,USD,2026-07-10,put,0.055,2026-07-04,0.01,0.1818181818,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.29934130418608546,0.020037222154835554
SPY260710P00678000,2026-07-02 17:49:48+00:00,678.0,0.12,0.06,0.07,0.019999996,19.999996,12.0,362,0.2802806347656249,False,REGULAR,USD,2026-07-10,put,0.065,2026-07-04,0.01,0.1538461538,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.3010321451076803,0.020751510342055357
SPY260710P00679000,2026-07-02 19:10:09+00:00,679.0,0.1,0.06,0.07,-0.46,-82.14286,5.0,425,0.2763744238281249,False,REGULAR,USD,2026-07-10,put,0.065,2026-07-04,0.01,0.1538461538,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.29685751023279183,0.02048308640466695
SPY260710P00680000,2026-07-02 19:57:40+00:00,680.0,0.06,0.06,0.07,-0.06,-50.0,209.0,8606,0.2724682128906249,False,REGULAR,USD,2026-07-10,put,0.065,2026-07-04,0.01,0.1538461538,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.29268337425801494,0.020215161367390044
SPY260710P00681000,2026-07-02 16:25:21+00:00,681.0,0.1,0.06,0.07,-0.009999998,-9.090907,1.0,778,0.2685620019531249,False,REGULAR,USD,2026-07-10,put,0.065,2026-07-04,0.01,0.1538461538,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.2885096234449423,0.01994762149181739
SPY260710P00682000,2026-07-02 18:15:51+00:00,682.0,0.11,0.06,0.07,-0.019999996,-15.384613,14.0,572,0.264655791015625,False,REGULAR,USD,2026-07-10,put,0.065,2026-07-04,0.01,0.1538461538,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.28433614061081247,0.019680349595187496
SPY260710P00683000,2026-07-02 14:49:15+00:00,683.0,0.12,0.07,0.08,0.009999998,9.090907,203.0,185,0.264655791015625,False,REGULAR,USD,2026-07-10,put,0.075,2026-07-04,0.01,0.1333333333,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.2850696508634375,0.02041385984781252
SPY260710P00684000,2026-07-01 20:14:50+00:00,684.0,0.11,0.07,0.08,-0.030000001,-21.428572,4.0,423,0.260749580078125,False,REGULAR,USD,2026-07-10,put,0.075,2026-07-04,0.01,0.1333333333,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.2808374043759298,0.020087824297804813
SPY260710P00685000,2026-07-02 20:00:32+00:00,685.0,0.07,0.07,0.08,-0.059999995,-46.153843,1779.0,1658,0.256843369140625,False,REGULAR,USD,2026-07-10,put,0.075,2026-07-04,0.01,0.1333333333,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.2766049247756988,0.019761555635073813
SPY260710P00686000,2026-07-02 20:01:07+00:00,686.0,0.07,0.07,0.08,-0.080000006,-53.333336,173.0,238,0.252937158203125,False,REGULAR,USD,2026-07-10,put,0.075,2026-07-04,0.01,0.1333333333,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.27237207453691065,0.019434916333785635
SPY260710P00687000,2026-07-02 20:06:24+00:00,687.0,0.09,0.07,0.08,-0.03999999,-30.769226,334.0,404,0.249030947265625,False,REGULAR,USD,2026-07-10,put,0.075,2026-07-04,0.01,0.1333333333,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.2681387114537277,0.0191077641881027
SPY260710P00688000,2026-07-02 18:23:41+00:00,688.0,0.13,0.08,0.09,-0.02000001,-13.33334,249.0,152,0.249030947265625,False,REGULAR,USD,2026-07-10,put,0.0849999999999999,2026-07-04,0.01,0.1176470588,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.2681069473794707,0.01907600011384572
SPY260710P00689000,2026-07-02 19:49:03+00:00,689.0,0.1,0.08,0.09,-0.050000004,-33.333336,124.0,672,0.245124736328125,False,REGULAR,USD,2026-07-10,put,0.0849999999999999,2026-07-04,0.01,0.1176470588,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.26381823636225554,0.018693500034130534
SPY260710P00690000,2026-07-02 20:14:12+00:00,690.0,0.09,0.08,0.09,-0.060000002,-40.0,611.0,6444,0.2407302490234374,False,REGULAR,USD,2026-07-10,put,0.0849999999999999,2026-07-04,0.01,0.1176470588,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.2595284148369627,0.018798165813525308
SPY260710P00691000,2026-07-02 19:10:09+00:00,691.0,0.15,0.09,0.1,0.010000005,7.1428614,26.0,583,0.2402419726562499,False,REGULAR,USD,2026-07-10,put,0.095,2026-07-04,0.01,0.1052631579,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.25896395428264124,0.018721981626391326
SPY260710P00692000,2026-07-02 17:45:27+00:00,692.0,0.17,0.09,0.1,0.019999996,13.333329,49.0,345,0.2363357617187499,False,REGULAR,USD,2026-07-10,put,0.095,2026-07-04,0.01,0.1052631579,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.2546216971997543,0.018285935481004406
SPY260710P00693000,2026-07-02 19:22:45+00:00,693.0,0.18,0.09,0.1,0.030000001,20.0,281.0,698,0.2319412744140624,False,REGULAR,USD,2026-07-10,put,0.095,2026-07-04,0.01,0.1052631579,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.2502776572396689,0.018336382825606484
SPY260710P00694000,2026-07-02 19:39:31+00:00,694.0,0.14,0.1,0.11,-0.030000001,-17.647058,116.0,215,0.2309647216796875,False,REGULAR,USD,2026-07-10,put,0.105,2026-07-04,0.01,0.09523809524,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.2492623997161679,0.018297678036480386
SPY260710P00695000,2026-07-02 20:14:40+00:00,695.0,0.1,0.1,0.11,-0.080000006,-44.444447,268.0,4158,0.2270585107421874,False,REGULAR,USD,2026-07-10,put,0.105,2026-07-04,0.01,0.09523809524,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.24486784969543887,0.017809338953251458
SPY260710P00696000,2026-07-02 19:02:19+00:00,696.0,0.16,0.1,0.11,-0.010000005,-5.882356,298.0,863,0.2226640234374999,False,REGULAR,USD,2026-07-10,put,0.105,2026-07-04,0.01,0.09523809524,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.24047075417930888,0.017806730741808996
SPY260710P00697000,2026-07-02 19:10:09+00:00,697.0,0.19,0.11,0.12,-0.019999996,-9.523808,159.0,133,0.2211991943359375,False,REGULAR,USD,2026-07-10,put,0.1149999999999999,2026-07-04,0.01,0.08695652174,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.2390651097434032,0.01786591540746571
SPY260710P00698000,2026-07-02 19:53:53+00:00,698.0,0.13,0.11,0.12,-0.060000002,-31.578949,20.0,655,0.2172929833984375,False,REGULAR,USD,2026-07-10,put,0.1149999999999999,2026-07-04,0.01,0.08695652174,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.23461861238283088,0.017325628984393382
SPY260710P00699000,2026-07-02 19:39:31+00:00,699.0,0.18,0.12,0.13,-0.00999999,-5.263153,58.0,614,0.2153398779296875,False,REGULAR,USD,2026-07-10,put,0.125,2026-07-04,0.01,0.08,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.23291299545730473,0.017573117527617227
SPY260710P00700000,2026-07-02 20:12:42+00:00,700.0,0.13,0.13,0.14,-0.10000001,-43.478264,1672.0,17721,0.213875048828125,False,REGULAR,USD,2026-07-10,put,0.135,2026-07-04,0.01,0.07407407407,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.23098316736436003,0.017108118536235034
SPY260710P00701000,2026-07-02 20:08:53+00:00,701.0,0.14,0.13,0.14,-0.099999994,-41.666664,56.0,699,0.2094805615234374,False,REGULAR,USD,2026-07-10,put,0.135,2026-07-04,0.01,0.07407407407,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.2264452317419012,0.016964670218463818
SPY260710P00702000,2026-07-02 20:12:40+00:00,702.0,0.16,0.14,0.15,-0.110000014,-40.74074,408.0,652,0.2075274560546874,False,REGULAR,USD,2026-07-10,put,0.145,2026-07-04,0.01,0.06896551724,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.22427290290959215,0.016745446854904755
SPY260710P00703000,2026-07-02 19:49:28+00:00,703.0,0.19,0.15,0.16,-0.030000001,-13.636364,56.0,733,0.2050860742187499,False,REGULAR,USD,2026-07-10,put,0.155,2026-07-04,0.01,0.06451612903,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.22192001839285505,0.016833944174105164
SPY260710P00704000,2026-07-02 20:12:10+00:00,704.0,0.17,0.16,0.17,-0.060000002,-26.086956,388.0,1107,0.2026446923828124,False,REGULAR,USD,2026-07-10,put,0.165,2026-07-04,0.01,0.06060606061,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.2194021198786485,0.016757427495836086
SPY260710P00705000,2026-07-02 20:05:00+00:00,705.0,0.18,0.17,0.18,-0.120000005,-40.0,2367.0,4659,0.2002033105468749,False,REGULAR,USD,2026-07-10,put,0.175,2026-07-04,0.01,0.05714285714,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.21673218395522328,0.016528873408348382
SPY260710P00706000,2026-07-02 20:02:51+00:00,706.0,0.19,0.18,0.19,-0.120000005,-38.70968,521.0,646,0.1975177905273437,False,REGULAR,USD,2026-07-10,put,0.185,2026-07-04,0.01,0.05405405405,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.21392114297883943,0.01640335245149574
SPY260710P00707000,2026-07-02 20:13:38+00:00,707.0,0.19,0.19,0.2,-0.13,-40.625,1040.0,437,0.1948322705078125,False,REGULAR,USD,2026-07-10,put,0.195,2026-07-04,0.01,0.05128205128,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.21097827475026606,0.016146004242453577
SPY260710P00708000,2026-07-02 19:02:19+00:00,708.0,0.24,0.2,0.21,-0.10000001,-29.411766,760.0,1057,0.1919026123046875,False,REGULAR,USD,2026-07-10,put,0.205,2026-07-04,0.01,0.0487804878,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.20791149874265927,0.01600888643797177
SPY260710P00709000,2026-07-02 18:14:34+00:00,709.0,0.19,0.21,0.22,-0.16,-45.714287,226.0,1102,0.1889729541015625,False,REGULAR,USD,2026-07-10,put,0.215,2026-07-04,0.01,0.04651162791,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.2047276044138831,0.015754650312320595
SPY260710P00710000,2026-07-02 20:14:37+00:00,710.0,0.24,0.23,0.24,-0.14,-36.842106,12997.0,4879,0.1872639868164062,False,REGULAR,USD,2026-07-10,put,0.235,2026-07-04,0.01,0.04255319149,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.20295405697398491,0.0156900701575787
SPY260710P00711000,2026-07-02 19:49:08+00:00,711.0,0.31,0.24,0.26,-0.060000002,-16.216217,223.0,987,0.1853108813476562,False,REGULAR,USD,2026-07-10,put,0.25,2026-07-04,0.02,0.08,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.20020330797146435,0.014892426623808158
SPY260710P00712000,2026-07-02 19:54:48+00:00,712.0,0.29,0.26,0.28,-0.110000014,-27.500004,342.0,639,0.1831136376953124,False,REGULAR,USD,2026-07-10,put,0.27,2026-07-04,0.02,0.07407407407,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.1979595871437135,0.014845949448401119
SPY260710P00713000,2026-07-02 20:06:29+00:00,713.0,0.31,0.28,0.3,-0.120000005,-27.906979,441.0,688,0.180672255859375,False,REGULAR,USD,2026-07-10,put,0.29,2026-07-04,0.02,0.06896551724,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.19549013126650006,0.014817875407125064
SPY260710P00714000,2026-07-02 20:05:28+00:00,714.0,0.36,0.31,0.32,-0.059999973,-14.285707,557.0,854,0.1781088049316406,False,REGULAR,USD,2026-07-10,put,0.315,2026-07-04,0.01,0.03174603175,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.19340469840319333,0.015295893471552718
SPY260710P00715000,2026-07-02 20:10:59+00:00,715.0,0.35,0.33,0.34,-0.17999998,-33.96226,2493.0,4256,0.1753012158203125,False,REGULAR,USD,2026-07-10,put,0.335,2026-07-04,0.01,0.02985074627,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.19050540628566745,0.015204190465354955
SPY260710P00716000,2026-07-02 20:13:44+00:00,716.0,0.37,0.36,0.37,-0.13,-26.0,1022.0,844,0.1733481103515625,False,REGULAR,USD,2026-07-10,put,0.365,2026-07-04,0.01,0.02739726027,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.1884807493336448,0.015132638982082308
SPY260710P00717000,2026-07-02 20:13:44+00:00,717.0,0.4,0.39,0.4,-0.21000001,-34.42623,727.0,963,0.1712729357910156,False,REGULAR,USD,2026-07-10,put,0.395,2026-07-04,0.01,0.0253164557,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.18617467458324174,0.014901738792226144
SPY260710P00718000,2026-07-02 20:14:11+00:00,718.0,0.42,0.42,0.44,-0.20000002,-32.258068,1263.0,1107,0.1696860375976562,False,REGULAR,USD,2026-07-10,put,0.43,2026-07-04,0.02,0.04651162791,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.01643835616438356,0.1840722980865745,0.014386260488918307
